Document Count,Query,Query Duration Micros
63000,DUKE. Slandering a,22
63500,same. A garden.,403
64000,FALSTAFF. Which of you,727
64500,him such cause,1219
65000,"MISTRESS PAGE. Alas, what noise?",418
65500,"DEMETRIUS. Lysander,",155
66000,BEATRICE.,99
66500,"Are these things spoken, or",501
67000,SENATOR And mine two,90
67500,EMILIA. Do not you chide. I,56
68000,Wouldst thou do such a deed for all the world?,284
68500,best gown to make thee a,181
69000,Mytilene._],37
69500,"SCROOP. Peace have they made with him indeed, my lord.",75
70000,[_She spits,57
70500,sharp-provided wit he reasons! To mitigate the scorn,36
71000,"on that string, madam; that is past.",155
71500,"plate. Good thou, save me a",147
72000,"CAPULET. Why, how now,",347
72500,Sorry am I that our,601
73000,PHILIP. How,205
73500,"Sebastian,",52
74000,is The beauty of his daughter; he himself,721
74500,certain ladies most desirous of admittance.,61
75000,doth daily,195
75500,and Demetrius.,297
76000,Why hast thou slain thine,342
76500,"Let Ajax go to him. Dear lord, go",142
77000,ULYSSES. They are oppos’d already.,40
77500,Andrew.,1401
78000,CLOWN. I,526
78500,see thee in thy,5692
79000,"No,",15394
79500,"SECOND OUTLAW. Come, bring her away.",84
80000,here’s no Theseus.,200
80500,home;,2436
81000,faith and,1146
81500,of his bark and his,191
82000,"obey, Panting he lies, and breatheth",26
82500,"“Anything you like,” said the Footman, and began whistling.",133
83000,_whatever?_” persisted the,53
83500,at a,25800
84000,"took his hand. “Lawd,",26
84500,"for snakes, son. I can’ smell good. A fresh",69
85000,"brought in from under the house, two",2226
85500,go. He had left Jake,52
86000,"hear Joy say coolly, “April’ll be glad",35
86500,was the grim,133
87000,"fruits of life hung ripening, waters of Hope",40
87500,with a plump of,218
88000,"understand,” said",1687
88500,grindstone; it had evidently been set,49
89000,"alike, in stature, manner, voice,",57
89500,"not hear him. “So I’ll nod my head,”",106
90000,"youth expanded and gained knowledge,",54
90500,"reckless now, mayn’t we? Just a tiny wee",50
91000,your,17331
91500,"room, in spite of",716
92000,careful in this,375
92500,What on earth do you,1671
93000,I right?” I asked triumphantly.,75
93500,that it,44170
94000,In an instant he had jumped,283
94500,"""Always.""",2773
95000,I must choose my duke. And till,554
95500,need be anxious about my finances. She'd count every,70
96000,"""You should have",9124
96500,"now,"" she said,",17400
97000,"who _can_ make the trip to Paradise?"" said the Duchess,",98
97500,"Montreux, Lausanne,",28
98000,“That’s my concern; I will make him,280
98500,the Swiss the things that belonged to him. The,132
99000,wooden ladder was placed,148
99500,long,5447
100000,"the mouth, by the aid of a",441
100500,Grimaud.”,191
101000,pistoles to the hostess,59
101500,"now,” said the executioner;",152
102000,"“I did not say France, my lord;",1031
102500,by pursuing them and did this so much the,115
103000,"La Meilleraie, “do not say too much against",43
103500,is no room,4547
104000,master at this,2632
104500,“Why don’t we go in with them?” asked Porthos.,725
105000,came. D’Artagnan received him as he would have done a,1507
105500,observing,164
106000,cellar,118
106500,“Why?”,5273
107000,“I say we have been here eighty-three hours.”,32
107500,Several,1371
108000,a mixture of the unexpected higher qualities,115
108500,Mrs. Frederick came out to the,300
109000,"enough,",2628
109500,"too hard on John Foster,” said Valancy",84
110000,Mrs. Wilkins assured him; she had never supposed,95
110500,did not recognise the liquid flow as,92
111000,"courage failed her, as it did on",362
111500,the,148545
112000,jot less agreeable.”,86
112500,"with real earnestness, and",104
113000,CHAPTER XXXVII.,61
113500,GARDINER.”,181
114000,"something or other, and",4554
114500,said I; “him too; late of,1532
115000,of gracious?” asked my sister.,615
115500,"as we walked, and all",1164
116000,surprised to find that Mr.,650
116500,spoken so sensibly and feelingly of my weakness that,63
117000,the sort,1783
117500,the,150799
118000,"“If all goes well,” said I, “you",1072
118500,"me, by telling him I had lampooned his",26
119000,"of garlic,",83
119500,They were so serious and so strange that,690
120000,"train, but we",590
120500,very,13072
121000,your own thoughts even when I hold you in my,1608
121500,"the work electronically, the person",130
122000,Mr. Laurence waving his hat,47
122500,one of,25932
123000,"her entirely; she's nothing but a doll,",193
123500,"I tell mine, will you tell yours?""",1065
124000,"she said, as she slowly replaced the shining",130
124500,"""No; I give you my",8335
125000,"of the nest, one by one. I promise never",215
125500,are your,21241
126000,"her, you know. By and",12411
126500,"113, transcribe",51
127000,“how can we expect that he,721
127500,"it?” she asked, anxious about him",672
128000,"“Ay,” they snarled, “a man wi’ a hook.”",51
128500,send you down with Mary Farquhar.,23
129000,no reason why I should make,2404
129500,maimed by accident; and the rest either deaf,64
130000,company,2008
130500,"shall there be, than",11449
131000,"old priest said, Speak to us of _Religion_.",327
131500,"round here you roust me out, you",30
132000,sir.”,9041
132500,he wants his water hot.,701
133000,this was going to help me out,4093
133500,o’ you this very minute.,1223
134000,"bodies rocks, nor ribb’d with",25
134500,"dies, Who covers with a cloud",114
135000,broad acres covers as he lies. The stunning stroke,40
135500,th’ utmost,592
136000,time. By referring the judgments of the ancients,61
136500,may lie in an intricate plot—a method till quite recently,30
137000,Gutenberg™ eBooks with only a loose,385
137500,"Athens,",273
138000,garage for eleven years. And Tom’s,30
138500,his,52713
139000,“She,32677
139500,handkerchiefs. And no,106
140000,"said Caderousse, beginning the conversation, with that brutality of the",80
140500,"“Yes,”",5291
141000,"repeated he,",1171
141500,"“That’s better,” cried the abbé; “now we",194
142000,“To Leghorn.”,42
142500,"made a fortune also?” inquired the abbé, with an ironical",100
143000,"mariners were used to these latitudes, and knew every",69
143500,"about ten paces from them, a man advanced from behind",233
144000,convinced they are all charming women.”,620
144500,"were ranged,",183
145000,"“Ah, that is different; the house you purchase is",283
145500,"“Oh, your excellency!” exclaimed Baptistin eagerly.",32
146000,30055m,16
146500,much candor,45
147000,"and I, on the other",13315
147500,and that is,54599
148000,said Cavalcanti.,142
148500,to go in,13674
149000,“Where is,12322
149500,me not one final,386
150000,talking of?”,1576
150500,“And yet it has not prevented your sending,323
151000,had not,44575
151500,"them in another box, and",788
152000,room: perhaps she,3087
152500,"“Yes, and without violence,”",407
153000,not only bolted the door through which,98
153500,“Do you not recognize,290
154000,"the Mediterranean,—Marseilles, old, yet",23
154500,signal?”,336
155000,"that I like in him,” said",17652
155500,“No; he did not give that,8760
156000,"said Dorothea, cordially.",107
156500,away. I knew a very great beauty who,1925
157000,"should read history—look at ostracism, persecution,",29
157500,asserting,49
158000,the adventure which had brought,552
158500,"before her, and then said, “My uncle Bulstrode ought",370
159000,with me: I like to know the truth.,2507
159500,"to Adam and Eve, who",186
160000,did you gather,298
160500,"heart,—that was striving for the mastery with him. He",39
161000,"stopped dead. Rakitin stopped, too.",35
161500,say to you to‐morrow—but,25
162000,me and calling me a,831
162500,"the scene yesterday, exchanged glances with Father Païssy.",76
163000,up? I don’t want to know,5379
163500,bells ringing! Let all know that I have come. I’m,230
164000,him down.... But it’s hard to have,2939
164500,“But why is it? Why?” foolish Mitya still persisted.,200
165000,"faltered the captain, “but you’ve seen”—he spread out his",34
165500,"either,”",3058
166000,"favorable to Mitya, and what was particularly",124
166500,ran. The,2770
167000,say something while he was,8436
167500,chorus of “The Church in the,316
168000,I,107178
168500,"committees were always jealous, local committees were always lazy, and",48
169000,be,55627
169500,III,1143
170000,his appointed flock to,287
170500,while outside the locked,544
171000,regret having taken us on board; for,528
171500,made no reply to,1357
172000,this when,37844
172500,"the fox, ‘what is Mrs",350
173000,—Italian? Haines said.,211
173500,"commode, hurried out towards the smell, stepping hastily down the",44
174000,time. She was a finelooking woman. I danced,48
174500,—You like it? J.,661
175000,sins,325
175500,They followed.,2431
176000,*,5
176500,"Douce withdrew her satiny arm, reproachful, pleased.",40
177000,"you, sir, come up before me and ask me to",4097
177500,and,189882
178000,of Erin.,71
178500,_(They whisper again.)_,658
179000,if not more.,22234
179500,candlestick on the floor. Stephen put the hat,71
180000,_Whilst I,1205
180500,unaltered.,49
181000,such a notion into your head?”,602
181500,"out loud, I hope,”",1330
182000,"“Who are you?” demanded Miss Josephine Barry, without",83
182500,"Entrance, Anne",692
183000,for long,13238
183500,"easily, then",1350
184000,"Sicily, which was doing",113
184500,"Uncle, this is a Montague, our foe; A",304
185000,"The County Paris, at Saint Peter’s Church, Shall happily make",203
185500,to understand that a friend,4714
186000,I have done Sir G. Lewis's very excellent book more,45
186500,12. He,336
187000,"[324] See Vol. II, page 109, note 205.",50
187500,END OF THE PROJECT GUTENBERG,5604
188000,search of something. On his way to,811
188500,CHAPTER,4906
189000,"laugh as much as you like, but all the same",1933
189500,your guns!” commanded the,319
190000,"that instant the trooper Nikítenko, who was galloping",36
190500,the Grand Duke when the latter made a,1028
191000,"our own... Kólya, *",23
191500,could be altered without spoiling,110
192000,"happens, no one said anything but what was",579
192500,you some things about myself. I had a cousin...”,1615
193000,in,147220
193500,and must be,22502
194000,he said with warmth,447
194500,but he and his,89686
195000,"what she was saying,",4387
195500,the chief thing is the left,2324
196000,"in the pillow, felt happy",548
196500,"state as you know,” said",4123
197000,And suddenly thoughts and feelings again swam,187
197500,with her,53597
198000,"see you,” Denísov interrupted him, and his face",1061
198500,stopped in front of the,2478
199000,"to avoid being imprisoned for the remainder, as the creditors",135
199500,must first establish a conception of the,177
200000,to the resolution of making their,693
200500,IS PROTECTED BY THE INTERPOSITION OF,91
201000,The buzz-light blinked green and he switched the,32
201500,Justin said.,726
202000,long,12585
202500,a touch of satin wood is in him. In,189
203000,"may possibly seem strange, that fishes not commonly",171
203500,bear with,3653
204000,waters known to be,1023
204500,their gaze for the lively,640
205000,Project Gutenberg eBook of,1112
205500,"it learneth, the more doth it",35
206000,"truth as a hero, and at last got",1398
206500,"and scenes of my youth! Oh, all ye",545
207000,go again into solitude: for thou shalt yet become mellow.”—,128
207500,eagle’s stomach? For it preferreth lamb’s flesh. Certainly it,43
208000,by,71513
208500,do,37406
209000,27 to 31,157
209500,me in yours,1693
210000,“The gentleman I describe.”,530
210500,"nose. “It is a question of cubic capacity,” said he;",70
211000,to?’,211214
211500,dark business which was acted in my,633
212000,83,100
212500,ceremony Shall seem expedient,262
213000,"thine honesty? A pox upon him for me,",102
213500,Mine ear must pluck,425
214000,I lose,1849
214500,EROS. My sword is drawn.,214
215000,"ROSALIND. No, some of it is for my child’s",381
215500,"ROSALIND. Ay, and twenty",715
216000,name,8339
216500,Scene V. Within Corioles. A,74
217000,[_Exeunt._],2506
217500,stand. I will not hurt your hearth.,336
218000,had not,78585
218500,O my all-worthy,26
219000,[_Exeunt._],2429
219500,"HAMLET. Buzz, buzz.",157
220000,"Danes. No, let’s",59
220500,in Eastcheap; there I’ll sup.,62
221000,have thy head,11163
221500,"the malady of not marking, that I am troubled",122
222000,dost thou roar before thou,428
222500,LIFE OF,18233
223000,name. Art thou,5548
223500,it,123238
224000,[_Exeunt._],2832
224500,Gloucester.,1139
225000,oft die by vile Bezonians.,32
225500,"CLIFFORD. Come, cousin, let us tell the Queen these",352
226000,QUEEN MARGARET. I,1026
226500,Cardinal Wolsey and his,202
227000,SURREY. I,241
227500,we’ll set forth In best appointment,585
228000,VII. The orchard of Swinstead Abbey.,66
228500,it so; I do,41978
229000,"Come, poor remains",877
229500,CORNWALL. Why art thou angry?,208
230000,Messenger.,1379
230500,"varied too, for it was",192
231000,my hand is,16686
231500,cast away. She’s quick; the child brags in her,67
232000,That are within the note,2767
232500,with,108781
233000,"accidental, but a trade. Mercy to",158
233500,"coward, as you then reported him to",532
234000,"And do you, Gratiano, mean good faith?",312
234500,SHALLOW. Here comes fair Mistress Anne.,1057
235000,will,45039
235500,to your content. Here is a letter,1200
236000,"goddess,",576
236500,of my,94810
237000,What would,45356
237500,art a villain.,1027
238000,honest.,2210
238500,"IAGO. Will you hear me,",1138
239000,Enter Gower.,283
239500,"BAWD. My lord, she’s not paced yet: you must",287
240000,is,100356
240500,"of King Henry the Sixth, with Halberds",65
241000,"to London,",3030
241500,with you.,150675
242000,can,22393
242500,"is this.—I come, I come.",65
243000,SERVANT. Say thou wilt course;,1415
243500,"canst, I will not go today; No, nor tomorrow,",1008
244000,[_Exit,3795
244500,"Indeed, the",7132
245000,"TIMON. Right welcome, sir!",607
245500,gown.,662
246000,Enter Chiron,154
246500,"me a villain that hath done a rape, And I",116
247000,"cheese, my digestion, why hast thou not served",96
247500,Hector’s heels. The glory of our Troy doth this day,301
248000,A street. Scene III. A Room,2192
248500,fustian riddle!,54
249000,breathed out That e’er devotion tender’d! What,34
249500,hath not,10403
250000,Therefore I know she is about my height. And,812
250500,But his body And fiery mind,661
251000,’em enter and before,1574
251500,that you have,85208
252000,CLEOMENES Good,85
252500,"sense forsook,",152
253000,"can listen all day to such stuff? Be off, or",710
253500,"the King said to the jury, and the jury",326
254000,"I heard such a strange noise, just",1553
254500,XIII,380
255000,"the best he knew how,",7895
255500,’a’,201743
256000,"made no difference, since",1208
256500,"What was she thinking about, to stay so silent?",2534
257000,and sending him flying back,757
257500,CHAPTER V. The Jackal,64
258000,I know,27119
258500,"to be pleasant with her, on occasion.)",1627
259000,"degree. He, therefore, made",1252
259500,“But you,102627
260000,our not starting from,621
260500,the hands that formed you!,1250
261000,you comply with paragraph 1.E.8 or,607
261500,Nora acknowledge,388
262000,But help,6465
262500,of the night. What,11004
263000,* * * *,7
263500,did not know what he,24802
264000,Lordship’s,156
264500,CHAPTER,7803
265000,"bending forward. ""You know,",644
265500,"a will so proud, a dignity so passionate, that Lady",756
266000,"penitent, yet dignified, sadness of her manner and voice completed",220
266500,as if those in the room must hear the,9681
267000,she must marry. Since it had been,2828
267500,"he replied, after",5663
268000,mentioned your,1395
268500,"jester, and",67
269000,"withdrew, and as he passed into",423
269500,in his favor.”,671
270000,so little from his instructions. But he,577
270500,your,47260
271000,"my lord!” cried his custodian,",40
271500,de la Fere.”,318
272000,"said,",78797
272500,because I presume,415
273000,"Aramis, “that young fellow is decidedly a spy.”",354
273500,forth and at,5221
274000,to you;,150009
274500,"that’s it!” he cried, “you have your",6403
275000,"said Mordaunt, “and I have seen neither goat",196
275500,am,22494
276000,common criminal by the,438
276500,“Port wine.”,640
277000,"the queen, my royal sister. Speak, gentlemen,",2316
277500,if,50228
278000,“Are you there?” asked Porthos.,3107
278500,Project Gutenberg:,6490
279000,"a novelty in Deerwood,",109
279500,"said Valancy reflectively. “No, not quite every evening.”",93
280000,Barney,704
280500,which has the main,1206
281000,said Lady Caroline.,520
281500,he in heaven? In heaven nobody minded any,211
282000,of just resentment and wishing that she looked as,573
282500,"one of my girls, I shall",2463
283000,have delighted,1152
283500,made it,23832
284000,time they,33774
284500,"expression of the latter, which, in",1583
285000,collection.,818
285500,"Havisham, bending down.",519
286000,"them, because my sister was fully",1162
286500,"daughter what he had done, and then the son became",4767
287000,in the light of,9178
287500,"knew about peerless beauties, a mean, miserable idiot! I whispered",106
288000,me with much attention as he held the,2857
288500,"again, “Old Orlick’s a-going to tell you",50
289000,T. Smollett,87
289500,"a sight of that manuscript,",210
290000,The true Italy is only,765
290500,“What does he know?” whispered Lucy as,1452
291000,"“Cecil! No, it’s not fair. I’ve",664
291500,Lucy,2084
292000,“Anything good in Freddy’s letter?”,50
292500,"mother in the big chair,",2758
293000,Laurie was in the midst of an account,1094
293500,"it? Sallie says they are very intimate now, and",116
294000,"little saint,"" added Meg, as if there could be no",1550
294500,"cheeks, she",1547
295000,"a picturesque hat over her picturesque curls, and",235
295500,"anything happens, I'll come",668
296000,tell them this when we,17685
296500,old feet,4763
297000,"stories, many of them",829
297500,“How sweet!” cried,5471
298000,by a codfish!”,64
298500,crocodile climbing,130
299000,ALGERNON. Your aunt!,555
299500,You’ll never break off our,2714
300000,all that has,24586
300500,in the evening the ball began in another apartment:,1154
301000,But let there be spaces in,169
301500,"her sisters, and",1650
302000,widow.,1092
302500,"piece of a raft,”",331
303000,four hundred,4462
303500,texas to the,88
304000,"s’I; everything shows it, s’I. Look at that-air",41
304500,drove to,1928
305000,Was owed the,833
305500,"hero press’d: His venturous act the white-arm’d queen survey’d, And",46
306000,"stature in earlier times, is by no",220
306500,out and find a rhyme to every word.,231
307000,not give me,20967
307500,"When he went away, On her lips",4260
308000,voters promising that if,45
308500,"grew smaller around her, until she seemed to be revolving",191
309000,next November.”,333
309500,“Nonsense.”,1270
310000,"about to go out suddenly, stricken to death",230
310500,should,30856
311000,"quitted Naples, Captain",285
311500,and armies will be,636
312000,“What do you wish to see first?” asked the,8119
312500,“One!” said,77169
313000,"“Both, sir; one with a letter, and the other put",6285
313500,20063m,17
314000,"in spite of herself, but",2858
314500,Andrea.,518
315000,o’clock.”,2453
315500,"remember,” replied",5184
316000,did you view the occurrence?” inquired Monte,226
316500,“Yes.”,15414
317000,the,411676
317500,in the least.”,7118
318000,"hope—I assure you I shall do my best,” stammered Villefort.",33
318500,"on my head, rags",429
319000,"“Delighted with you, was he",1477
319500,match?”,1149
320000,“No.”,72132
320500,Danglars did not,2534
321000,livres per annum from the day I was,121
321500,in,209835
322000,showed it,3117
322500,“His father.”,16525
323000,“Here it is.”,32821
323500,you know the assassin?”,178
324000,"go,” said Albert in",2461
324500,50201m,25
325000,“You,173318
325500,taking up notions. I am,387
326000,horse. See if the,4141
326500,said Naumann. “There you,97
327000,brief time over an equal range of scenes,376
327500,"remain, yours with persistent obligation, WILL",184
328000,"who would oppose it, should you inquire which",382
328500,"nothing, and set somebody on",1320
329000,am,33754
329500,a dissentient opinion than,31
330000,which held it a matter of,5531
330500,"great solemnity, “thou must take heed",406
331000,XXII.,279
331500,“Shameless hypocrite!” exclaimed Dmitri furiously.,166
332000,"He tried to pull Grigory away, but the old",356
332500,last,17439
333000,in the intent gaze he,675
333500,"bad, I",6446
334000,take a fellow,6179
334500,run and save,3880
335000,the witnesses without delay. That must be done in your,523
335500,and I am sure some one told you so!” cried,8599
336000,his last conversation with,4319
336500,on my,114180
337000,my misery at once!” he exclaimed suddenly.,1363
337500,CHAPTER III,2346
338000,any preachers? Any,371
338500,his shoulder sloped down; his fist was coming up—and Floyd,57
339000,so. Dear Sharon—”,363
339500,"man kept glancing up, rat-like, but",35
340000,position that “we must not try dangerous,1541
340500,has to fight when and as he’s told.,3065
341000,"to you,",190636
341500,for a favourable opportunity to come,609
342000,"unexpected firmness. I had arrived at the conclusion that,",317
342500,"me, shake me, I",1588
343000,"hope of his son’s return, till at last the",2330
343500,said.,91811
344000,blind up?,1558
344500,to the poor,13694
345000,"the professor said, going.",1901
345500,—How is the,41704
346000,is many days. This will,9756
346500,Dollard said. Not,236
347000,ear. Napkinring in,29
347500,the,466644
348000,was lacking in dignity. The debaters were the keenest,50
348500,BLOOM: Mixed races and mixed,305
349000,LYNCH:,319
349500,Mezzo sovrano più..._,29
350000,"his body had risen, crouched and",177
350500,return the emperor celebrated,822
351000,hopes to improve his vocabulary.[24] Pronto helps,40
351500,the terms of the full Project Gutenberg™ License.,3268
352000,"return to the house, was agreeably surprised to hear",325
352500,let me hear another word,12105
353000,to ask Matthew and me if we would,1617
353500,HIS PREPARATIONS,602
354000,and getting astride of them was carried wherever the,111
354500,"and immortals, but on the eighteenth day we gave you",121
355000,can you like,36156
355500,a ring she bid,2076
356000,"Or, on wide-waving wings expanded, bear The flying",30
356500,_nothing_ of it now: whereas in things,710
357000,that the non-epistolary manuscripts are still unexamined. There is,40
357500,but nineteen.,308
358000,from several,5509
358500,CHAPTER,9498
359000,room the conversation was still,4286
359500,princess!” exclaimed she: “At last! I,3068
360000,not a diplomatist. That’s why,108
360500,XVII,362
361000,been prepared by Anna Mikháylovna’s,99
361500,I?”,219476
362000,and he took up the cards with a,743
362500,and he asked where the old prince,10790
363000,XI,563
363500,"did not finish,",1177
364000,"questioning look to Pierre, who hat in",393
364500,it,196938
365000,on her,148262
365500,CHAPTER,9655
366000,Serene Highness knows you,605
366500,and it is impossible,4463
367000,"The countess opened her eyes in dismay and,",619
367500,"“They’ll put it out,",835
368000,the,464204
368500,campaign of 1812 from the battle of Borodinó,324
369000,"Mary, sit by",4562
369500,"to me to be good or bad,",5951
370000,be of use to someone for something),1507
370500,his refusal was,483
371000,"money, for the expense of her subsistence. This was",193
371500,"electronic work, or any part of this electronic work,",4637
372000,sort of hospital cot. Even as he sat up he,237
372500,by winning more.,379
373000,"woollen, as the case might be, would not",217
373500,"then, no one",70429
374000,boy’s business; he might have known,3083
374500,sink.,765
375000,"repairing, or new shaping their various weapons",97
375500,only,40241
376000,"holiest things, that it may capture freedom from its love:",114
376500,a means: the,9209
377000,eyes and,28721
377500,"my melancholy, and keep me attached",1211
378000,I again breathe mountain-freedom. Freed at last is my nose,39
378500,"lake, where gold-fishes dance",32
379000,me: Hark! Hath time flown away?,208
379500,NOTES ON “THUS SPAKE ZARATHUSTRA”,1391
380000,was the very room which I suspected. It,1052
380500,“The doctor?”,5541
381000,He slipped his,1397
381500,his manner suggested that it was some strange creature,1384
382000,“Have they thought of looking outside the house?”,3086
382500,52,176
383000,"Why, there ’tis; so say I too.",7793
383500,in usurping his spurs,102
384000,ANTONY. Most sweet queen—,2074
384500,Agrippa_.] Will Caesar weep?,326
385000,"SCARUS. For both, my lord.",161
385500,[_Duke,5323
386000,"Ha, what sayst thou, Silvius?",207
386500,ANTIPHOLUS OF,1355
387000,Neither.,5391
387500,OFFICER. If he did not care whether he,4179
388000,[_Exeunt._],4516
388500,from hence,2764
389000,"am a strumpet, and mine",152
389500,"now, my flesh? my child? What, mak’st thou",174
390000,HAMLET. Nor the soles of her,175
390500,CAPTAIN. They are,5039
391000,"Hal, what time of day is it, lad?",174
391500,it would have done,19194
392000,good tidings,741
392500,"beseech you, which is",1377
393000,"Ay, come,",4376
393500,"the white hand of my lady, he’s",5495
394000,and titular King of Naples DUKE OF BURGUNDY,35
394500,"CAPTAIN. Cowardly knight, ill fortune follow thee!",325
395000,"find it so. For, to be plain,",4610
395500,talks as if Duke Humphrey’s ghost Were by his side;,114
396000,"Exeter, frowns, words, and",204
396500,[_Exit._],4727
397000,seal upon the lips of this sweet,648
397500,Wolsey and Cromwell.,519
398000,within._],9134
398500,[_Exeunt._],4818
399000,"prevent thee, Cimber. These couchings and these lowly",30
399500,up._],64565
400000,work the means To,8384
400500,Edmund._],742
401000,LONGAVILLE. To fright them hence with that,301
401500,"Ay, sir, and very learned.",4030
402000,"Iscariot, sir. _Judas I am, ycleped",33
402500,cousins are bestow’d In England and,176
403000,part of the,25388
403500,I have no tongue but one.,4406
404000,"Why, you are nothing then, neither maid, widow, nor wife?",1488
404500,made,37558
405000,cheese!,544
405500,you to do a good,43463
406000,about,41669
406500,"my finger, I shall make",2174
407000,an obstinate heretic,138
407500,CONRADE. And thought they Margaret was Hero?,171
408000,affection,2481
408500,[_Exeunt._],5281
409000,kinds of sores and shames on,113
409500,"flatter’d, but a",54
410000,nor ever to,12784
410500,Then wherefore,1139
411000,did I this deed.,1647
411500,Enter another Citizen.,2204
412000,Enter old Queen Margaret.,1705
412500,groan and tell thee?,754
413000,"spleen Of Tybalt, deaf to",312
413500,INDUCTION,71
414000,stands where I am and sees you,1285
414500,WIDOW. He that is giddy,391
415000,"where’er she did itch. Then to sea, boys, and let",112
415500,He’ll spare none.,1670
416000,"Attend our weightier judgment. And, not",50
416500,to dishonour me. Was none in,392
417000,"We’ll follow where thou lead’st, Like stinging bees in hottest",42
417500,I serve,2951
418000,[_Exit_.],5679
418500,[_Exeunt_.],5795
419000,"died thy sister of her love, my boy?",4023
419500,But,185422
420000,PANTINO. In thy,149
420500,"At Friar Patrick’s cell, Where I",63
421000,and,456792
421500,Pirithous and Attendants.,307
422000,"be so, We need no grave to bury honesty.",831
422500,"CLOWN. We are but plain fellows, sir.",2177
423000,"she, deep-drenched in a sea of",27
423500,"spread out her hand, and made a snatch in the",367
424000,"deep voice, “are done with",5448
424500,cows and pigs; and did not always,359
425000,charge a reasonable fee for copies of or providing access,1176
425500,got goose bumps big as,77
426000,if dey’s sick in the bed?”,173
426500,off his,23467
427000,can’ hear no whisperin’! Who you scared gwine hear you?,40
