Document Count,Query,Query Duration Micros
57000,your solemn oath to quit Europe for,170
57500,then a resistless and almost frantic impulse urged me,168
58000,and misery; my dreams presented a thousand,1562
58500,those I loved spend vain sorrow upon the,812
59000,thee by destroying all thou lovedst. Alas! He,169
59500,"hopes; and if these friends are good and amiable, do",2153
60000,his countenance became expressive of a,1062
60500,"the house, the horrid scene of the last night’s",737
61000,account of,3665
61500,few jewels which had,472
62000,of my story. I,2289
62500,Chapter 14,428
63000,"of these rambles that my father, calling me aside, thus",332
63500,a pearly whiteness; but these luxuriances only formed a,293
64000,the memory of the scenes,2349
64500,longer that happy creature who in earlier youth wandered,513
65000,long for the moment when these,4873
65500,to virtue. I also am unfortunate; I,1529
66000,Chapter 1,1129
66500,"a flood of warm joy to my heart, and tears",191
67000,beloved,4093
67500,"dry, the heavens",1150
68000,to express that she bestowed on him the,1470
68500,from which I dedicated myself to this great enterprise. I,378
69000,an absorbing melancholy,289
69500,at length opposite to,1125
70000,"stifle, by the word _honour_, all hope",365
70500,all the misery of reflection. Then I spurred on my,215
71000,FULL LICENSE,2352
71500,stars shone,1618
72000,"beyond the frontiers of Italy, they passed a week",217
72500,"magistrate, and you are to",2288
73000,went into the library,543
73500,arrived at,6045
74000,"blot upon the earth, from",343
74500,"_To Mrs. Saville, England._",1352
75000,my own country; I have visited the lakes of,796
75500,"Oh, save me! Save me!” I imagined that the",1199
76000,brought madness with,1554
76500,"this I suddenly beheld the figure of a man, at",1679
77000,are in a,27059
77500,never recover from their horror. I entreat you not to,383
78000,and the mysterious soul of man that,692
78500,was standing at the door,644
79000,Justine was apprehended. On,237
79500,power over,7598
80000,“The name of the,4725
80500,I need them most to support my,1600
81000,"steeples of London, St. Paul’s towering",209
81500,be very happy if they received a letter from,4030
82000,of hilarity that brought smiles and joy,410
82500,that not,79900
83000,or expense to the,240
83500,"solitude and deformity, dared to",1466
84000,The raising of ghosts or devils,216
84500,"turnkeys, bolts, and all the",205
85000,cheered by the,627
85500,and,158708
86000,through France to Lyons and,221
86500,"cool,",380
87000,a,111245
87500,Justine Moritz entered our family? Probably you,1177
88000,thoughts and mine,5172
88500,of the little,10923
89000,1.F.,200
89500,As soon as,14436
90000,is,40585
90500,and,166885
91000,of the facts which have,1258
91500,He reminds,462
92000,his,43486
92500,"were nearly surrounded by ice, which closed in the ship",1457
93000,I was,100466
93500,"March 18th, 17—.”",421
94000,safe;,1046
94500,my dwelling and carpeted it with,245
95000,all,37880
95500,mankind and perish,1224
96000,utterly,2330
96500,"of death has been acted, and",974
97000,to bestow upon them adequate,522
97500,and,177706
98000,and condition. I found myself,1919
98500,"When he had in some measure recovered, I",811
99000,advanced. I looked towards its completion with a tremulous,284
99500,and the,223937
100000,"William, the execution",2008
100500,remain quietly in my,531
101000,we cannot and do not solicit contributions from states where,623
101500,consent.”,2172
102000,a man of science and not merely a,1529
102500,father. I stretched out my hand,2085
103000,"I am not one of your enemies, I",1524
103500,and I,192111
104000,"the good will and mediation of the old De Lacey,",335
104500,perilous situation; you have benevolently restored me to life.”,315
105000,one,37665
105500,you; but will simply relate the,413
106000,related my,3268
106500,"had only one, which was _father._ The girl was",5738
107000,"﻿The Project Gutenberg eBook of Frankenstein; Or, The Modern",1644
107500,when I saw the,20757
108000,to exhibit that object already accomplished. I was like the,572
108500,vexations of a,311
109000,great difficulty that,2976
109500,the cabin where the remains of Frankenstein still lie.,1127
110000,"stranger, I suppose you are my countryman; are you",586
110500,"deck, apparently watching for the sledge",2077
111000,"well. I go; but remember, I shall be with",4074
111500,“Alphonse,291
112000,thy pride of wisdom! Cease; you know,802
112500,"the venerable blind father, the gentle Agatha, and the excellent",1370
113000,Frankenstein;,7703
113500,"and miserable thoughts, but I",9578
114000,"the most interesting part of my tale, and",1555
114500,"me. Human beings, their feelings and passions, would indeed",2965
115000,pain the,5728
115500,me with an insatiable thirst for vengeance. I recollected my,352
116000,“‘Where do,22778
116500,these wild and mysterious regions which would provoke,399
117000,not for one instant occur to me; the threat,1328
117500,soon as,21750
118000,I had begun my adjuration with,329
118500,different feelings; wiping a few tears from her,342
119000,commencement,1376
119500,sincerely. I,2967
120000,"the church of Ingolstadt, its",345
120500,that your heart is not totally void of comfort and,841
121000,not the,114879
121500,"he said this, upon the ice raft which",804
122000,“‘Great God!’ exclaimed the old man. ‘Who,5026
122500,in her adversity. She,859
123000,"rude an answer from a stranger, and I was",1514
123500,"filthy dæmon,",1446
124000,"Elizabeth and my departed friends, who even",4272
124500,"it was taught to the stranger,",2203
125000,"Heaven shower down blessings on you, and save me,",326
125500,end of September that I again quitted my native,1573
126000,right; I have lately been so deeply engaged in one,877
126500,What freedom? Such as the peasant enjoys when his,672
127000,of Montanvert. I remembered the effect that the view of,623
127500,1. General Terms of Use and Redistributing Project,620
128000,"I awoke exhausted, and",1564
